DICDNet Image Quality Evaluation by Metal Size
Date: 2025-05-12 13:01:05
Results Directory: /home/mcosta/PycharmProjects/DICDNet/DICDNet/save_results
Model Evaluated: DICDNet
Total GT files found: 2000
Total files processed and metrics collected: 2000

--- Metrics by Metal Size Group (mean ± std) ---
Group Label                   Count           PSNR(img)             SSIM(img)            PSNR(hu)              SSIM(hu)
-----------------------------------------------------------------------------------------------------------------------
Large       ({1338, 3119}px)    400       35.55 ± 3.49         0.9770 ± 0.0054       27.34 ± 1.51         0.9432 ± 0.0132
Large-Med   ({688, 1329}px)     400       38.48 ± 3.28         0.9848 ± 0.0033       30.30 ± 1.94         0.9624 ± 0.0093
Medium      ({182, 371}px)      400       42.10 ± 3.67         0.9896 ± 0.0021       33.11 ± 1.70         0.9700 ± 0.0066
Med-Small   ({171, 180}px)      400       44.74 ± 2.75         0.9914 ± 0.0021       35.49 ± 2.15         0.9736 ± 0.0073
Small       ({54, 84}px)        400       45.35 ± 2.26         0.9919 ± 0.0016       35.98 ± 1.32         0.9746 ± 0.0064
-----------------------------------------------------------------------------------------------------------------------

--- Overall Summary (mean ± std across all processed files) ---
PSNR(img): 41.25 ± 4.88 (from 2000 images)
SSIM(img): 0.9869 ± 0.0064
PSNR(hu):  32.44 ± 3.69
SSIM(hu):  0.9648 ± 0.0146

--- Individual File Metrics Log ---
Filename            Prefix     MaskIdx  MaskArea   Group   PSNR(img)   SSIM(img)    PSNR(hu)    SSIM(hu)
1481_gt_image.png   1481             0       371      G3       39.33      0.9887       32.49      0.9712
1482_gt_image.png   1482             1      1338      G5       32.54      0.9777       27.29      0.9532
1483_gt_image.png   1483             2       688      G4       35.87      0.9815       28.22      0.9605
1484_gt_image.png   1484             3        84      G1       46.13      0.9916       36.13      0.9753
1485_gt_image.png   1485             4       171      G2       45.81      0.9923       35.54      0.9754
1486_gt_image.png   1486             5        54      G1       47.01      0.9932       37.77      0.9790
1487_gt_image.png   1487             6      1329      G4       41.69      0.9874       35.51      0.9736
1488_gt_image.png   1488             7      3119      G5       32.90      0.9756       30.09      0.9543
1489_gt_image.png   1489             8       182      G3       41.04      0.9899       34.08      0.9729
1490_gt_image.png   1490             9       180      G2       40.32      0.9894       33.75      0.9706
1491_gt_image.png   1491             0       371      G3       38.20      0.9877       30.92      0.9696
1492_gt_image.png   1492             1      1338      G5       32.13      0.9764       26.44      0.9508
1493_gt_image.png   1493             2       688      G4       35.80      0.9820       28.19      0.9588
1494_gt_image.png   1494             3        84      G1       44.81      0.9907       36.29      0.9759
1495_gt_image.png   1495             4       171      G2       42.63      0.9916       35.44      0.9771
1496_gt_image.png   1496             5        54      G1       46.53      0.9927       37.16      0.9776
1497_gt_image.png   1497             6      1329      G4       40.43      0.9857       34.13      0.9734
1498_gt_image.png   1498             7      3119      G5       32.88      0.9724       27.85      0.9502
1499_gt_image.png   1499             8       182      G3       44.34      0.9913       34.77      0.9744
1500_gt_image.png   1500             9       180      G2       43.38      0.9907       33.84      0.9739
1501_gt_image.png   1501             0       371      G3       38.73      0.9884       30.81      0.9718
1502_gt_image.png   1502             1      1338      G5       31.90      0.9771       26.62      0.9559
1503_gt_image.png   1503             2       688      G4       34.52      0.9836       29.92      0.9662
1504_gt_image.png   1504             3        84      G1       43.17      0.9910       35.66      0.9763
1505_gt_image.png   1505             4       171      G2       47.27      0.9926       36.19      0.9759
1506_gt_image.png   1506             5        54      G1       46.29      0.9928       37.18      0.9802
1507_gt_image.png   1507             6      1329      G4       34.71      0.9839       31.17      0.9682
1508_gt_image.png   1508             7      3119      G5       32.45      0.9730       28.44      0.9480
1509_gt_image.png   1509             8       182      G3       41.22      0.9896       33.07      0.9728
1510_gt_image.png   1510             9       180      G2       41.82      0.9894       33.08      0.9718
1511_gt_image.png   1511             0       371      G3       40.40      0.9906       30.70      0.9706
1512_gt_image.png   1512             1      1338      G5       32.89      0.9777       26.71      0.9516
1513_gt_image.png   1513             2       688      G4       37.80      0.9860       29.52      0.9648
1514_gt_image.png   1514             3        84      G1       40.70      0.9914       35.04      0.9746
1515_gt_image.png   1515             4       171      G2       45.42      0.9939       36.45      0.9774
1516_gt_image.png   1516             5        54      G1       44.53      0.9936       35.97      0.9786
1517_gt_image.png   1517             6      1329      G4       34.50      0.9849       31.06      0.9671
1518_gt_image.png   1518             7      3119      G5       32.56      0.9750       27.69      0.9445
1519_gt_image.png   1519             8       182      G3       43.83      0.9905       32.61      0.9708
1520_gt_image.png   1520             9       180      G2       42.74      0.9901       33.05      0.9693
1521_gt_image.png   1521             0       371      G3       38.38      0.9884       31.25      0.9726
1522_gt_image.png   1522             1      1338      G5       32.03      0.9767       26.44      0.9538
1523_gt_image.png   1523             2       688      G4       36.85      0.9830       29.76      0.9644
1524_gt_image.png   1524             3        84      G1       45.49      0.9911       36.70      0.9763
1525_gt_image.png   1525             4       171      G2       46.77      0.9923       36.87      0.9770
1526_gt_image.png   1526             5        54      G1       46.01      0.9924       36.99      0.9796
1527_gt_image.png   1527             6      1329      G4       36.96      0.9857       34.72      0.9712
1528_gt_image.png   1528             7      3119      G5       32.55      0.9742       30.25      0.9510
1529_gt_image.png   1529             8       182      G3       43.27      0.9898       34.28      0.9736
1530_gt_image.png   1530             9       180      G2       43.01      0.9893       33.90      0.9733
1531_gt_image.png   1531             0       371      G3       36.87      0.9875       29.99      0.9693
1532_gt_image.png   1532             1      1338      G5       31.56      0.9760       25.73      0.9528
1533_gt_image.png   1533             2       688      G4       36.82      0.9826       28.16      0.9610
1534_gt_image.png   1534             3        84      G1       45.10      0.9913       36.00      0.9748
1535_gt_image.png   1535             4       171      G2       45.50      0.9929       36.61      0.9770
1536_gt_image.png   1536             5        54      G1       46.35      0.9931       37.10      0.9778
1537_gt_image.png   1537             6      1329      G4       40.64      0.9863       34.55      0.9727
1538_gt_image.png   1538             7      3119      G5       33.39      0.9751       29.48      0.9517
1539_gt_image.png   1539             8       182      G3       41.13      0.9893       33.38      0.9727
1540_gt_image.png   1540             9       180      G2       40.03      0.9892       33.34      0.9718
1541_gt_image.png   1541             0       371      G3       40.70      0.9906       32.98      0.9749
1542_gt_image.png   1542             1      1338      G5       36.96      0.9841       27.34      0.9537
1543_gt_image.png   1543             2       688      G4       38.58      0.9870       29.57      0.9660
1544_gt_image.png   1544             3        84      G1       41.24      0.9921       36.35      0.9789
1545_gt_image.png   1545             4       171      G2       47.42      0.9940       37.96      0.9837
1546_gt_image.png   1546             5        54      G1       43.92      0.9941       38.27      0.9817
1547_gt_image.png   1547             6      1329      G4       39.22      0.9868       30.16      0.9707
1548_gt_image.png   1548             7      3119      G5       36.65      0.9796       26.98      0.9473
1549_gt_image.png   1549             8       182      G3       40.72      0.9917       34.81      0.9763
1550_gt_image.png   1550             9       180      G2       40.68      0.9909       33.20      0.9757
1551_gt_image.png   1551             0       371      G3       39.13      0.9884       31.77      0.9792
1552_gt_image.png   1552             1      1338      G5       35.54      0.9817       26.27      0.9627
1553_gt_image.png   1553             2       688      G4       39.68      0.9859       29.34      0.9727
1554_gt_image.png   1554             3        84      G1       44.97      0.9917       36.36      0.9839
1555_gt_image.png   1555             4       171      G2       40.46      0.9917       34.59      0.9851
1556_gt_image.png   1556             5        54      G1       46.24      0.9937       37.54      0.9860
1557_gt_image.png   1557             6      1329      G4       39.90      0.9853       33.44      0.9808
1558_gt_image.png   1558             7      3119      G5       37.96      0.9760       30.67      0.9714
1559_gt_image.png   1559             8       182      G3       43.36      0.9908       32.51      0.9797
1560_gt_image.png   1560             9       180      G2       40.95      0.9881       33.61      0.9789
1561_gt_image.png   1561             0       371      G3       38.63      0.9868       31.63      0.9852
1562_gt_image.png   1562             1      1338      G5       32.91      0.9749       26.68      0.9691
1563_gt_image.png   1563             2       688      G4       34.01      0.9796       29.76      0.9793
1564_gt_image.png   1564             3        84      G1       40.24      0.9878       37.96      0.9908
1565_gt_image.png   1565             4       171      G2       39.63      0.9896       35.86      0.9902
1566_gt_image.png   1566             5        54      G1       43.30      0.9910       39.73      0.9919
1567_gt_image.png   1567             6      1329      G4       33.12      0.9799       33.00      0.9832
1568_gt_image.png   1568             7      3119      G5       29.92      0.9645       29.08      0.9670
1569_gt_image.png   1569             8       182      G3       41.19      0.9891       33.92      0.9889
1570_gt_image.png   1570             9       180      G2       41.79      0.9888       34.92      0.9889
1571_gt_image.png   1571             0       371      G3       31.32      0.9877       32.50      0.9804
1572_gt_image.png   1572             1      1338      G5       27.67      0.9741       26.66      0.9594
1573_gt_image.png   1573             2       688      G4       32.23      0.9826       29.89      0.9725
1574_gt_image.png   1574             3        84      G1       40.31      0.9911       37.15      0.9848
1575_gt_image.png   1575             4       171      G2       43.38      0.9935       35.60      0.9860
1576_gt_image.png   1576             5        54      G1       42.75      0.9941       39.40      0.9865
1577_gt_image.png   1577             6      1329      G4       34.59      0.9854       33.44      0.9792
1578_gt_image.png   1578             7      3119      G5       30.72      0.9678       29.28      0.9604
1579_gt_image.png   1579             8       182      G3       40.57      0.9922       35.60      0.9828
1580_gt_image.png   1580             9       180      G2       40.50      0.9918       35.94      0.9820
1581_gt_image.png   1581             0       371      G3       43.88      0.9934       35.72      0.9743
1582_gt_image.png   1582             1      1338      G5       25.06      0.9740       29.68      0.9564
1583_gt_image.png   1583             2       688      G4       35.30      0.9877       30.58      0.9666
1584_gt_image.png   1584             3        84      G1       46.76      0.9937       35.59      0.9743
1585_gt_image.png   1585             4       171      G2       49.87      0.9955       38.23      0.9816
1586_gt_image.png   1586             5        54      G1       44.47      0.9947       37.52      0.9796
1587_gt_image.png   1587             6      1329      G4       43.75      0.9913       31.85      0.9692
1588_gt_image.png   1588             7      3119      G5       40.36      0.9826       27.59      0.9445
1589_gt_image.png   1589             8       182      G3       43.85      0.9929       34.31      0.9735
1590_gt_image.png   1590             9       180      G2       44.01      0.9930       34.48      0.9729
1591_gt_image.png   1591             0       371      G3       40.49      0.9924       34.06      0.9788
1592_gt_image.png   1592             1      1338      G5       31.55      0.9834       28.36      0.9586
1593_gt_image.png   1593             2       688      G4       39.14      0.9894       31.42      0.9710
1594_gt_image.png   1594             3        84      G1       47.73      0.9943       37.73      0.9787
1595_gt_image.png   1595             4       171      G2       49.08      0.9956       39.98      0.9853
1596_gt_image.png   1596             5        54      G1       46.93      0.9941       36.98      0.9802
1597_gt_image.png   1597             6      1329      G4       36.64      0.9884       30.10      0.9683
1598_gt_image.png   1598             7      3119      G5       35.92      0.9808       28.69      0.9492
1599_gt_image.png   1599             8       182      G3       48.67      0.9938       36.72      0.9777
1600_gt_image.png   1600             9       180      G2       46.49      0.9939       36.71      0.9774
1601_gt_image.png   1601             0       371      G3       39.91      0.9916       32.47      0.9776
1602_gt_image.png   1602             1      1338      G5       30.99      0.9819       27.54      0.9599
1603_gt_image.png   1603             2       688      G4       30.40      0.9836       30.20      0.9691
1604_gt_image.png   1604             3        84      G1       49.41      0.9952       39.83      0.9799
1605_gt_image.png   1605             4       171      G2       50.07      0.9954       39.94      0.9836
1606_gt_image.png   1606             5        54      G1       48.68      0.9952       40.00      0.9817
1607_gt_image.png   1607             6      1329      G4       40.52      0.9906       30.84      0.9713
1608_gt_image.png   1608             7      3119      G5       39.99      0.9826       29.14      0.9540
1609_gt_image.png   1609             8       182      G3       48.48      0.9944       38.17      0.9776
1610_gt_image.png   1610             9       180      G2       48.43      0.9945       37.71      0.9778
1611_gt_image.png   1611             0       371      G3       38.89      0.9929       34.79      0.9793
1612_gt_image.png   1612             1      1338      G5       38.71      0.9877       28.74      0.9603
1613_gt_image.png   1613             2       688      G4       35.80      0.9883       30.41      0.9699
1614_gt_image.png   1614             3        84      G1       47.35      0.9938       36.29      0.9783
1615_gt_image.png   1615             4       171      G2       50.84      0.9953       38.54      0.9851
1616_gt_image.png   1616             5        54      G1       47.49      0.9943       36.61      0.9818
1617_gt_image.png   1617             6      1329      G4       43.31      0.9899       30.50      0.9688
1618_gt_image.png   1618             7      3119      G5       40.29      0.9795       27.37      0.9407
1619_gt_image.png   1619             8       182      G3       47.83      0.9933       34.85      0.9758
1620_gt_image.png   1620             9       180      G2       47.89      0.9932       34.86      0.9756
1621_gt_image.png   1621             0       371      G3       42.88      0.9915       33.84      0.9801
1622_gt_image.png   1622             1      1338      G5       31.24      0.9817       27.73      0.9615
1623_gt_image.png   1623             2       688      G4       32.48      0.9853       29.03      0.9701
1624_gt_image.png   1624             3        84      G1       48.99      0.9931       37.57      0.9825
1625_gt_image.png   1625             4       171      G2       49.04      0.9941       38.35      0.9862
1626_gt_image.png   1626             5        54      G1       46.30      0.9931       36.56      0.9832
1627_gt_image.png   1627             6      1329      G4       38.00      0.9879       28.10      0.9694
1628_gt_image.png   1628             7      3119      G5       36.23      0.9807       26.78      0.9480
1629_gt_image.png   1629             8       182      G3       46.89      0.9915       34.42      0.9772
1630_gt_image.png   1630             9       180      G2       46.52      0.9913       33.83      0.9777
1631_gt_image.png   1631             0       371      G3       42.72      0.9903       33.27      0.9690
1632_gt_image.png   1632             1      1338      G5       39.62      0.9842       28.60      0.9462
1633_gt_image.png   1633             2       688      G4       39.14      0.9864       27.80      0.9542
1634_gt_image.png   1634             3        84      G1       46.91      0.9920       35.56      0.9699
1635_gt_image.png   1635             4       171      G2       49.28      0.9942       37.59      0.9753
1636_gt_image.png   1636             5        54      G1       46.49      0.9925       34.24      0.9721
1637_gt_image.png   1637             6      1329      G4       39.49      0.9856       29.95      0.9569
1638_gt_image.png   1638             7      3119      G5       35.99      0.9737       24.83      0.9191
1639_gt_image.png   1639             8       182      G3       45.94      0.9904       34.58      0.9687
1640_gt_image.png   1640             9       180      G2       46.08      0.9914       35.61      0.9684
1641_gt_image.png   1641             0       371      G3       43.14      0.9913       32.30      0.9742
1642_gt_image.png   1642             1      1338      G5       34.14      0.9796       25.97      0.9559
1643_gt_image.png   1643             2       688      G4       37.72      0.9858       29.52      0.9651
1644_gt_image.png   1644             3        84      G1       45.92      0.9916       35.12      0.9755
1645_gt_image.png   1645             4       171      G2       44.61      0.9934       37.62      0.9788
1646_gt_image.png   1646             5        54      G1       45.05      0.9930       34.75      0.9802
1647_gt_image.png   1647             6      1329      G4       34.50      0.9835       30.67      0.9692
1648_gt_image.png   1648             7      3119      G5       32.27      0.9748       25.98      0.9413
1649_gt_image.png   1649             8       182      G3       44.42      0.9917       33.72      0.9744
1650_gt_image.png   1650             9       180      G2       43.26      0.9895       31.65      0.9684
1651_gt_image.png   1651             0       371      G3       42.99      0.9911       31.24      0.9724
1652_gt_image.png   1652             1      1338      G5       34.64      0.9803       26.42      0.9547
1653_gt_image.png   1653             2       688      G4       37.69      0.9855       28.24      0.9607
1654_gt_image.png   1654             3        84      G1       47.07      0.9915       35.23      0.9741
1655_gt_image.png   1655             4       171      G2       48.17      0.9933       38.07      0.9789
1656_gt_image.png   1656             5        54      G1       46.19      0.9930       34.93      0.9785
1657_gt_image.png   1657             6      1329      G4       36.78      0.9860       31.39      0.9702
1658_gt_image.png   1658             7      3119      G5       34.78      0.9758       25.33      0.9366
1659_gt_image.png   1659             8       182      G3       45.88      0.9917       34.00      0.9743
1660_gt_image.png   1660             9       180      G2       44.01      0.9908       33.65      0.9707
1661_gt_image.png   1661             0       371      G3       34.81      0.9877       30.29      0.9743
1662_gt_image.png   1662             1      1338      G5       29.40      0.9737       25.69      0.9527
1663_gt_image.png   1663             2       688      G4       34.17      0.9837       27.61      0.9673
1664_gt_image.png   1664             3        84      G1       45.55      0.9921       36.11      0.9793
1665_gt_image.png   1665             4       171      G2       45.72      0.9929       36.11      0.9792
1666_gt_image.png   1666             5        54      G1       43.21      0.9935       37.04      0.9819
1667_gt_image.png   1667             6      1329      G4       36.21      0.9851       30.50      0.9762
1668_gt_image.png   1668             7      3119      G5       33.00      0.9714       27.40      0.9540
1669_gt_image.png   1669             8       182      G3       42.58      0.9905       31.86      0.9748
1670_gt_image.png   1670             9       180      G2       43.14      0.9902       32.31      0.9725
1671_gt_image.png   1671             0       371      G3       40.07      0.9902       30.71      0.9728
1672_gt_image.png   1672             1      1338      G5       33.91      0.9789       26.46      0.9543
1673_gt_image.png   1673             2       688      G4       36.39      0.9853       28.50      0.9634
1674_gt_image.png   1674             3        84      G1       45.21      0.9915       34.98      0.9739
1675_gt_image.png   1675             4       171      G2       47.78      0.9930       37.26      0.9779
1676_gt_image.png   1676             5        54      G1       47.52      0.9936       35.75      0.9804
1677_gt_image.png   1677             6      1329      G4       35.09      0.9847       32.73      0.9706
1678_gt_image.png   1678             7      3119      G5       32.77      0.9738       26.63      0.9431
1679_gt_image.png   1679             8       182      G3       45.08      0.9908       33.05      0.9720
1680_gt_image.png   1680             9       180      G2       43.99      0.9898       32.11      0.9686
1681_gt_image.png   1681             0       371      G3       39.37      0.9890       31.18      0.9755
1682_gt_image.png   1682             1      1338      G5       32.20      0.9774       25.37      0.9552
1683_gt_image.png   1683             2       688      G4       36.48      0.9844       28.79      0.9654
1684_gt_image.png   1684             3        84      G1       45.25      0.9918       35.82      0.9778
1685_gt_image.png   1685             4       171      G2       47.90      0.9935       37.44      0.9806
1686_gt_image.png   1686             5        54      G1       47.04      0.9935       36.19      0.9815
1687_gt_image.png   1687             6      1329      G4       40.79      0.9866       33.90      0.9782
1688_gt_image.png   1688             7      3119      G5       34.41      0.9752       28.87      0.9555
1689_gt_image.png   1689             8       182      G3       43.16      0.9900       31.43      0.9732
1690_gt_image.png   1690             9       180      G2       43.53      0.9895       32.39      0.9707
1691_gt_image.png   1691             0       371      G3       32.52      0.9865       30.45      0.9742
1692_gt_image.png   1692             1      1338      G5       32.42      0.9748       25.54      0.9534
1693_gt_image.png   1693             2       688      G4       36.70      0.9852       28.27      0.9675
1694_gt_image.png   1694             3        84      G1       42.18      0.9912       36.25      0.9791
1695_gt_image.png   1695             4       171      G2       47.72      0.9938       37.45      0.9811
1696_gt_image.png   1696             5        54      G1       46.24      0.9942       37.60      0.9832
1697_gt_image.png   1697             6      1329      G4       36.91      0.9854       31.10      0.9750
1698_gt_image.png   1698             7      3119      G5       32.36      0.9717       28.42      0.9530
1699_gt_image.png   1699             8       182      G3       42.86      0.9914       32.62      0.9766
1700_gt_image.png   1700             9       180      G2       41.77      0.9903       32.95      0.9739
1701_gt_image.png   1701             0       371      G3       43.14      0.9902       33.70      0.9715
1702_gt_image.png   1702             1      1338      G5       39.48      0.9828       27.30      0.9441
1703_gt_image.png   1703             2       688      G4       42.72      0.9882       30.51      0.9613
1704_gt_image.png   1704             3        84      G1       48.83      0.9938       37.60      0.9757
1705_gt_image.png   1705             4       171      G2       50.14      0.9947       39.36      0.9807
1706_gt_image.png   1706             5        54      G1       48.76      0.9938       37.49      0.9776
1707_gt_image.png   1707             6      1329      G4       40.65      0.9881       28.91      0.9604
1708_gt_image.png   1708             7      3119      G5       38.84      0.9809       27.00      0.9317
1709_gt_image.png   1709             8       182      G3       48.13      0.9935       37.30      0.9741
1710_gt_image.png   1710             9       180      G2       47.34      0.9935       37.37      0.9731
1711_gt_image.png   1711             0       371      G3       43.74      0.9911       32.18      0.9730
1712_gt_image.png   1712             1      1338      G5       38.54      0.9818       26.71      0.9484
1713_gt_image.png   1713             2       688      G4       39.59      0.9878       28.99      0.9633
1714_gt_image.png   1714             3        84      G1       44.79      0.9922       35.87      0.9749
1715_gt_image.png   1715             4       171      G2       47.84      0.9940       38.15      0.9825
1716_gt_image.png   1716             5        54      G1       47.81      0.9937       34.97      0.9777
1717_gt_image.png   1717             6      1329      G4       43.69      0.9894       29.85      0.9644
1718_gt_image.png   1718             7      3119      G5       41.37      0.9829       27.78      0.9391
1719_gt_image.png   1719             8       182      G3       44.71      0.9917       33.36      0.9713
1720_gt_image.png   1720             9       180      G2       45.66      0.9915       33.63      0.9717
1721_gt_image.png   1721             0       371      G3       39.47      0.9827       31.61      0.9713
1722_gt_image.png   1722             1      1338      G5       36.43      0.9629       27.48      0.9523
1723_gt_image.png   1723             2       688      G4       40.64      0.9701       29.81      0.9683
1724_gt_image.png   1724             3        84      G1       45.52      0.9911       35.57      0.9826
1725_gt_image.png   1725             4       171      G2       44.48      0.9930       32.48      0.9816
1726_gt_image.png   1726             5        54      G1       44.80      0.9924       35.77      0.9860
1727_gt_image.png   1727             6      1329      G4       37.16      0.9777       27.86      0.9695
1728_gt_image.png   1728             7      3119      G5       34.08      0.9577       23.15      0.9335
1729_gt_image.png   1729             8       182      G3       38.84      0.9879       31.23      0.9766
1730_gt_image.png   1730             9       180      G2       40.01      0.9873       32.27      0.9768
1731_gt_image.png   1731             0       371      G3       45.24      0.9805       34.19      0.9767
1732_gt_image.png   1732             1      1338      G5       39.15      0.9507       29.17      0.9574
1733_gt_image.png   1733             2       688      G4       40.08      0.9584       29.06      0.9608
1734_gt_image.png   1734             3        84      G1       46.34      0.9900       33.38      0.9755
1735_gt_image.png   1735             4       171      G2       44.97      0.9908       31.50      0.9815
1736_gt_image.png   1736             5        54      G1       46.56      0.9917       34.73      0.9826
1737_gt_image.png   1737             6      1329      G4       42.91      0.9810       29.37      0.9648
1738_gt_image.png   1738             7      3119      G5       38.16      0.9506       24.99      0.9272
1739_gt_image.png   1739             8       182      G3       43.54      0.9872       31.21      0.9700
1740_gt_image.png   1740             9       180      G2       44.61      0.9882       31.32      0.9720
1741_gt_image.png   1741             0       371      G3       40.22      0.9847       31.50      0.9818
1742_gt_image.png   1742             1      1338      G5       35.23      0.9756       26.77      0.9664
1743_gt_image.png   1743             2       688      G4       33.17      0.9776       29.63      0.9759
1744_gt_image.png   1744             3        84      G1       40.58      0.9893       36.59      0.9878
1745_gt_image.png   1745             4       171      G2       41.92      0.9919       37.03      0.9894
1746_gt_image.png   1746             5        54      G1       44.45      0.9915       36.28      0.9866
1747_gt_image.png   1747             6      1329      G4       37.87      0.9805       33.71      0.9849
1748_gt_image.png   1748             7      3119      G5       33.20      0.9603       28.18      0.9661
1749_gt_image.png   1749             8       182      G3       43.32      0.9904       35.51      0.9855
1750_gt_image.png   1750             9       180      G2       40.46      0.9883       33.00      0.9835
1751_gt_image.png   1751             0       371      G3       43.42      0.9888       33.88      0.9806
1752_gt_image.png   1752             1      1338      G5       38.12      0.9785       28.22      0.9664
1753_gt_image.png   1753             2       688      G4       35.70      0.9708       28.06      0.9716
1754_gt_image.png   1754             3        84      G1       45.52      0.9908       37.43      0.9872
1755_gt_image.png   1755             4       171      G2       41.80      0.9915       36.60      0.9882
1756_gt_image.png   1756             5        54      G1       41.55      0.9914       35.94      0.9874
1757_gt_image.png   1757             6      1329      G4       35.33      0.9809       32.60      0.9809
1758_gt_image.png   1758             7      3119      G5       32.39      0.9599       27.83      0.9589
1759_gt_image.png   1759             8       182      G3       43.70      0.9905       34.52      0.9847
1760_gt_image.png   1760             9       180      G2       42.59      0.9892       35.03      0.9842
1761_gt_image.png   1761             0       371      G3       32.03      0.9896       33.36      0.9766
1762_gt_image.png   1762             1      1338      G5       37.18      0.9843       27.33      0.9584
1763_gt_image.png   1763             2       688      G4       29.62      0.9853       30.22      0.9713
1764_gt_image.png   1764             3        84      G1       47.87      0.9933       35.55      0.9767
1765_gt_image.png   1765             4       171      G2       48.81      0.9945       37.02      0.9847
1766_gt_image.png   1766             5        54      G1       48.97      0.9948       37.21      0.9833
1767_gt_image.png   1767             6      1329      G4       40.80      0.9904       28.94      0.9689
1768_gt_image.png   1768             7      3119      G5       37.30      0.9855       27.65      0.9465
1769_gt_image.png   1769             8       182      G3       43.38      0.9925       33.46      0.9767
1770_gt_image.png   1770             9       180      G2       45.29      0.9926       34.16      0.9773
1771_gt_image.png   1771             0       371      G3       31.97      0.9880       33.75      0.9713
1772_gt_image.png   1772             1      1338      G5       25.59      0.9731       26.65      0.9460
1773_gt_image.png   1773             2       688      G4       30.06      0.9836       30.87      0.9620
1774_gt_image.png   1774             3        84      G1       46.13      0.9932       37.66      0.9731
1775_gt_image.png   1775             4       171      G2       49.59      0.9944       38.94      0.9776
1776_gt_image.png   1776             5        54      G1       46.44      0.9927       35.99      0.9733
1777_gt_image.png   1777             6      1329      G4       44.22      0.9908       32.83      0.9655
1778_gt_image.png   1778             7      3119      G5       42.93      0.9868       30.56      0.9437
1779_gt_image.png   1779             8       182      G3       46.01      0.9921       35.33      0.9699
1780_gt_image.png   1780             9       180      G2       48.12      0.9928       36.31      0.9689
1781_gt_image.png   1781             0       371      G3       43.72      0.9921       34.13      0.9730
1782_gt_image.png   1782             1      1338      G5       30.90      0.9819       27.96      0.9496
1783_gt_image.png   1783             2       688      G4       34.88      0.9874       31.45      0.9643
1784_gt_image.png   1784             3        84      G1       43.90      0.9927       36.15      0.9730
1785_gt_image.png   1785             4       171      G2       48.87      0.9949       38.95      0.9794
1786_gt_image.png   1786             5        54      G1       47.27      0.9935       36.14      0.9760
1787_gt_image.png   1787             6      1329      G4       42.54      0.9903       29.32      0.9613
1788_gt_image.png   1788             7      3119      G5       40.13      0.9840       26.63      0.9342
1789_gt_image.png   1789             8       182      G3       46.89      0.9923       34.35      0.9711
1790_gt_image.png   1790             9       180      G2       45.54      0.9921       34.89      0.9712
1791_gt_image.png   1791             0       371      G3       38.69      0.9897       31.13      0.9755
1792_gt_image.png   1792             1      1338      G5       32.82      0.9804       26.14      0.9564
1793_gt_image.png   1793             2       688      G4       37.27      0.9849       27.74      0.9658
1794_gt_image.png   1794             3        84      G1       44.85      0.9930       37.58      0.9787
1795_gt_image.png   1795             4       171      G2       48.84      0.9948       38.47      0.9814
1796_gt_image.png   1796             5        54      G1       45.89      0.9941       35.80      0.9809
1797_gt_image.png   1797             6      1329      G4       42.13      0.9875       35.52      0.9794
1798_gt_image.png   1798             7      3119      G5       34.79      0.9770       30.04      0.9594
1799_gt_image.png   1799             8       182      G3       41.77      0.9908       32.83      0.9748
1800_gt_image.png   1800             9       180      G2       43.75      0.9906       32.59      0.9697
1801_gt_image.png   1801             0       371      G3       40.74      0.9913       32.84      0.9845
1802_gt_image.png   1802             1      1338      G5       33.86      0.9798       25.19      0.9644
1803_gt_image.png   1803             2       688      G4       39.49      0.9867       29.71      0.9770
1804_gt_image.png   1804             3        84      G1       43.96      0.9925       35.70      0.9844
1805_gt_image.png   1805             4       171      G2       45.81      0.9943       34.85      0.9881
1806_gt_image.png   1806             5        54      G1       48.79      0.9948       37.65      0.9883
1807_gt_image.png   1807             6      1329      G4       43.27      0.9887       36.03      0.9885
1808_gt_image.png   1808             7      3119      G5       39.09      0.9778       31.55      0.9759
1809_gt_image.png   1809             8       182      G3       44.84      0.9918       33.82      0.9827
1810_gt_image.png   1810             9       180      G2       42.19      0.9907       33.87      0.9823
1811_gt_image.png   1811             0       371      G3       41.27      0.9902       32.25      0.9787
1812_gt_image.png   1812             1      1338      G5       34.63      0.9789       24.38      0.9623
1813_gt_image.png   1813             2       688      G4       34.10      0.9847       30.30      0.9727
1814_gt_image.png   1814             3        84      G1       44.88      0.9922       36.83      0.9832
1815_gt_image.png   1815             4       171      G2       44.46      0.9940       39.25      0.9878
1816_gt_image.png   1816             5        54      G1       45.18      0.9937       36.36      0.9830
1817_gt_image.png   1817             6      1329      G4       39.15      0.9855       33.56      0.9821
1818_gt_image.png   1818             7      3119      G5       35.69      0.9727       30.82      0.9705
1819_gt_image.png   1819             8       182      G3       44.94      0.9923       35.64      0.9807
1820_gt_image.png   1820             9       180      G2       44.45      0.9919       34.84      0.9805
1821_gt_image.png   1821             0       371      G3       44.39      0.9926       32.05      0.9747
1822_gt_image.png   1822             1      1338      G5       36.54      0.9823       24.75      0.9571
1823_gt_image.png   1823             2       688      G4       39.23      0.9875       28.91      0.9670
1824_gt_image.png   1824             3        84      G1       45.08      0.9928       34.85      0.9802
1825_gt_image.png   1825             4       171      G2       46.80      0.9944       33.90      0.9811
1826_gt_image.png   1826             5        54      G1       47.33      0.9947       35.06      0.9832
